Trip date,Location,SiteNo,Right observer,Left observer,Direction,Number_Ind,Length,Species,Family,Order
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,1,8,Larabicus quadrilineatus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,2,4,Larabicus quadrilineatus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,2,12,Chaetodon paucifasciatus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,2,6,Chaetodon austriacus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,1,20,Amanses scopas,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,1,8,Paracheilinus octotaenia,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,2,6,Paracheilinus octotaenia,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,20,7,Pseudanthias squamipinnis,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,30,4,Pseudanthias squamipinnis,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,3,8,Pseudanthias squamipinnis,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,1,3,Plagiotremus spp.,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,4,5,Dascyllus marginatus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,7,4,Dascyllus marginatus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,2,5,Chromis dimidiata,Pomacentridae,Perciformes
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,7,5,Pomacentrus trichourus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,1,6,Pomacentrus trichourus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,3,4,Pomacentrus trichourus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,3,5,Pomacentrus trichourus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,1,4,Meiacanthus nigrolineatus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,1,10,Coris variegata,Labridae ,Perciformes
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,20,3,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,1,10,Labroides dimidiatus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,1,4,Chromis spp.,Pomacentridae,Perciformes
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,1,4,Amphiprion bicinctus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,30,4,Neopomacentrus miryae,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,70,4,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,10,6,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,2,4,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,15,3,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,2,8,Apogon spp.,Apogonidae,Perciformes
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,45,6,Apogon spp.,Apogonidae,Perciformes
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,1,6,Pseudochromis springeri,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,1,4,Pseudochromis springeri,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,3,4,Pseudochromis olivaceus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,2,6,Pseudochromis olivaceus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,2,6,Ecsenius gravieri,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,1,6,Pseudocheilinus hexataenia,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,1,4,Pseudocheilinus hexataenia,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Left,1,12,Centropyge multispinis,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,2,15,Dascyllus trimaculatus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,1,10,Dascyllus trimaculatus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,1,30,Sufflamen albicaudatus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,1,20,Acanthurus nigrofuscus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,1,15,Acanthurus nigrofuscus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,1,10,Acanthurus nigrofuscus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,1,20,Zebrasoma xanthurum,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,1,30,Zebrasoma xanthurum,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,1,30,Scaridae spp.,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,1,10,Scaridae spp.,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,1,7,Larabicus quadrilineatus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,1,40,Cephalopholis argus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,1,20,Cephalopholis argus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,3,5,Pseudochromis springeri,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,2,10,Labroides dimidiatus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,1,10,Larabicus quadrilineatus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,1,5,Larabicus quadrilineatus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,30,5,Neopomacentrus miryae,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,5,7,Neopomacentrus miryae,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,20,4,Pseudanthias squamipinnis,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,20,7,Pseudanthias squamipinnis,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,30,7,Chromis dimidiata,Pomacentridae,Perciformes
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,10,3,Chromis dimidiata,Pomacentridae,Perciformes
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,10,3,Dascyllus marginatus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,2,20,Chaetodon auriga,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,10,6,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,40,6,Apogon spp.,Apogonidae,Perciformes
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,1,2,Ostracion cubicus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,1,5,Synodontidae spp.,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,1,10,Synodontidae spp.,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,1,3,Synodontidae spp.,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,10,5,Pomacentrus trichourus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,5,7,Pomacentrus trichourus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,1,2,Amphiprion bicinctus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,1,4,Amphiprion bicinctus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,1,5,Ecsenius gravieri,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,1,7,Ecsenius gravieri,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,3,6,Pseudochromis olivaceus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,2,15,Chaetodon paucifasciatus,,
26/09/2017,Katza,22,Noam Sommerfeld,Tal Gavriely,Right,2,7,Chaetodon austriacus,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,2,20,Zebrasoma xanthurum,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,1,15,Acanthurus nigrofuscus,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,2,12,Chaetodon paucifasciatus,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,1,4,Pseudocheilinus hexataenia,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,1,6,Parupeneus macronema,Mullidae,Perciformes
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,3,6,Pomacentrus trichourus,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,8,4,Pomacentrus trichourus,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,1,5,Pomacentrus trichourus,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,1,20,Parupeneus forsskali,Mullidae,Perciformes
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,1,4,Pseudochromis fridmani,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,1,16,Pomacanthus imperator,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,60,4,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,40,2,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,2,4,Coris caudimacula,Labridae ,Perciformes
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,1,3,Ecsenius gravieri,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,7,4,Dascyllus marginatus,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,4,2,Dascyllus marginatus,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,10,4,Neopomacentrus miryae,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,5,4,Neopomacentrus miryae,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,3,4,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,2,6,Pseudochromis olivaceus,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,1,4,Pseudochromis olivaceus,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,3,3,Pseudochromis olivaceus,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,1,3,Pseudochromis springeri,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,1,4,Pseudochromis springeri,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,1,4,Larabicus quadrilineatus,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,30,4,Apogon spp.,Apogonidae,Perciformes
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,10,6,Pseudanthias squamipinnis,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,10,4,Pseudanthias squamipinnis,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,5,2,Pseudanthias squamipinnis,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Left,1,6,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Right,2,7,Chaetodon paucifasciatus,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Right,2,20,Zebrasoma xanthurum,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Right,1,25,Parupeneus forsskali,Mullidae,Perciformes
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Right,1,15,Pomacanthus imperator,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Right,6,5,Dascyllus marginatus,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Right,2,8,Dascyllus marginatus,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Right,2,3,Dascyllus marginatus,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Right,6,7,Neopomacentrus miryae,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Right,2,5,Neopomacentrus miryae,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Right,10,12,Pseudanthias squamipinnis,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Right,10,3,Pseudanthias squamipinnis,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Right,5,7,Pseudanthias squamipinnis,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Right,20,5,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Right,10,8,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Right,5,3,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Right,25,2,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Right,2,7,Pomacentrus trichourus,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Right,1,10,Pomacentrus trichourus,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Right,3,5,Pomacentrus trichourus,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Right,1,8,Synodontidae spp.,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Right,1,5,Synodontidae spp.,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Right,1,25,Apolemichthys xanthotis,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Right,1,5,Pseudochromis springeri,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Right,1,3,Larabicus quadrilineatus,,
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Right,1,5,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Right,25,6,Apogon spp.,Apogonidae,Perciformes
26/09/2017,Katza,23,Noam Sommerfeld,Tal Gavriely,Right,1,5,Ecsenius gravieri,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,1,38,Scaridae spp.,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,1,25,Parupeneus forsskali,Mullidae,Perciformes
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,2,25,Siganus rivulatus,Siganidae,Perciformes
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,3,12,Acanthurus nigrofuscus,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,6,10,Acanthurus nigrofuscus,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,3,6,Chromis dimidiata,Pomacentridae,Perciformes
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,1,16,Cephalopholis argus,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,1,30,Cephalopholis argus,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,10,6,Pomacentrus trichourus,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,2,6,Pomacentrus trichourus,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,6,5,Pomacentrus trichourus,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,1,20,Cephalopholis argus,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,20,6,Pseudanthias squamipinnis,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,16,4,Pseudanthias squamipinnis,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,4,8,Pseudanthias squamipinnis,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,1,10,Acanthurus nigrofuscus,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,1,18,Sufflamen albicaudatus,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,2,16,Zebrasoma xanthurum,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,60,5,Neopomacentrus miryae,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,10,4,Apogon spp.,Apogonidae,Perciformes
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,13,4,Apogon spp.,Apogonidae,Perciformes
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,2,6,Apogon spp.,Apogonidae,Perciformes
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,5,4,Apogon spp.,Apogonidae,Perciformes
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,6,4,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,35,4,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,1,12,Centropyge multispinis,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,2,8,Pseudochromis olivaceus,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,2,6,Pseudochromis olivaceus,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,1,4,Pseudochromis olivaceus,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,1,6,Pseudochromis olivaceus,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,1,8,Pseudocheilinus hexataenia,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,3,8,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,2,25,Chaetodon auriga,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,80,4,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,20,2,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,1,6,Parupeneus macronema,Mullidae,Perciformes
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,1,5,Dascyllus marginatus,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,2,3,Ecsenius gravieri,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,3,4,Chromis spp.,Pomacentridae,Perciformes
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,1,30,Diodon holocanthus,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,1,8,Synodontidae spp.,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,1,6,Coris caudimacula,Labridae ,Perciformes
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Left,1,4,Plagiotremus spp.,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Right,1,20,Parupeneus forsskali,Mullidae,Perciformes
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Right,2,10,Acanthurus nigrofuscus,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Right,1,7,Acanthurus nigrofuscus,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Right,1,8,Zebrasoma xanthurum,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Right,2,10,Zebrasoma xanthurum,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Right,1,15,Zebrasoma xanthurum,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Right,1,8,Cephalopholis argus,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Right,1,20,Cephalopholis argus,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Right,1,30,Scaridae spp.,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Right,1,18,Sufflamen albicaudatus,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Right,1,15,Siganus rivulatus,Siganidae,Perciformes
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Right,4,7,Chromis dimidiata,Pomacentridae,Perciformes
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Right,20,5,Apogon spp.,Apogonidae,Perciformes
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Right,5,7,Apogon spp.,Apogonidae,Perciformes
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Right,4,7,Pomacentrus trichourus,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Right,3,5,Pomacentrus trichourus,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Right,15,5,Pseudanthias squamipinnis,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Right,15,7,Pseudanthias squamipinnis,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Right,50,4,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Right,15,2,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Right,15,5,Neopomacentrus miryae,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Right,3,7,Neopomacentrus miryae,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Right,1,10,Parupeneus macronema,Mullidae,Perciformes
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Right,5,4,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Right,12,8,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Right,2,25,Chaetodon auriga,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Right,1,10,Synodontidae spp.,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Right,1,40,Arothron hispidus,,
26/09/2017,Katza,24,Noam Sommerfeld,Tal Gavriely,Right,1,5,Ecsenius gravieri,,
